Date,Open,High,Low,Close,Adj Close,Volume
42790,20751.91016,21169.10938,20733.94922,21002.9707,21002.9707,1601020000
42797,21008.75,21039.96094,20777.16016,20858.18945,20858.18945,1368410000
42804,20919.00977,21000.10938,20786.31055,20934.55078,20934.55078,1422460000
42811,20965.36914,20980.50977,20578.94922,20656.58008,20656.58008,1763350000
42818,20674.44922,20753.7793,20412.80078,20728.49023,20728.49023,1371250000
42825,20700.33984,20887.5,20517.82031,20662.94922,20662.94922,1363530000
42832,20647.81055,20750.33008,20453.25,20453.25,20453.25,1208810000
42839,20484.75,20644.41016,20379.55078,20578.71094,20578.71094,1099650000
42846,20578.09961,21070.90039,20505.33008,20981.33008,20981.33008,1694420000
42853,20987.39063,20990.78906,20847.94922,20951.4707,20951.4707,1542600000
42860,20929.03906,21046.84961,20798.90039,20919.41992,20919.41992,1381130000
42867,20893.18945,21033.5293,20553.44922,20663.01953,20663.01953,1759040000
42874,20698.2793,21112.32031,20687.93945,21082.94922,21082.94922,1438400000
42881,21070.15039,21144.17969,20942.57031,21144.17969,21144.17969,1099120000
42888,21142.08984,21265.68945,21113.31055,21182.5293,21182.5293,1486770000
42895,21208.96094,21391.9707,21159.44922,21359.90039,21359.90039,1861080000
42902,21335.92969,21535.0293,21308.00977,21397.28906,21397.28906,1766040000
42909,21380.91992,21506.21094,21197.08008,21287.0293,21287.0293,1510710000
42916,21348.59961,21562.75,21305.38086,21320.03906,21320.03906,1094210000
42923,21354.66016,21580.78906,21279.30078,21553.08984,21553.08984,1260290000
42930,21532.76953,21681.5293,21471.14063,21611.7793,21611.7793,1298470000
42937,21591.7207,21798.4707,21496.13086,21796.55078,21796.55078,1636770000
42944,21787.50977,22044.84961,21756.11914,22026.09961,22026.09961,1537200000
42951,22058.39063,22179.10938,21843.93945,21844.00977,21844.00977,1309760000
42958,21883.32031,22085.71094,21750.32031,21750.73047,21750.73047,1317840000
42965,21724.88086,21912.83008,21600.33984,21783.40039,21783.40039,1295220000
42972,21819.08008,21985.75977,21673.58008,21948.09961,21948.09961,1283280000
42979,21981.76953,22038.9707,21709.63086,21784.7793,21784.7793,1241650000
42986,21764.42969,22216.43945,21731.11914,22203.48047,22203.48047,1556420000
42993,22252.43945,22419.50977,22214.51953,22359.23047,22359.23047,1747800000
43000,22334.07031,22394.74023,22219.10938,22381.19922,22381.19922,1521470000
43007,22358.4707,22777.03906,22332.96094,22775.39063,22775.39063,1264280000
43014,22762.0293,22884.82031,22730.84961,22841.00977,22841.00977,1459280000
43021,22876.42969,23172.92969,22855.92969,23163.03906,23163.03906,1402100000
43028,23205.17969,23485.25,23201.7793,23400.85938,23400.85938,2108220000
43035,23419.16016,23531.38086,23327.86914,23516.25977,23516.25977,2053120000
43042,23549.58984,23602.11914,23310.01953,23461.93945,23461.93945,1492630000
43049,23432.71094,23492.18945,23242.75,23458.35938,23458.35938,2210190000
43056,23433.76953,23617.80078,23356.00977,23526.17969,23526.17969,1299740000
43063,23552.75,24327.82031,23545.01953,24272.34961,24272.34961,1623780000
43070,24305.40039,24534.03906,23921.90039,24211.48047,24211.48047,1845130000
43077,24263.25977,24672.48047,24225.5,24508.66016,24508.66016,1576450000
43084,24585.71094,24876.07031,24584.43945,24782.28906,24782.28906,2007270000
43091,24764.03906,24839.23047,24708.41992,24837.50977,24837.50977,890280000
43098,24849.63086,25105.96094,24719.2207,25075.13086,25075.13086,1471960000
43105,25114.91992,25575.41992,25112.00977,25574.73047,25574.73047,1721200000
43112,25638.39063,26153.41992,25633.08008,26017.81055,26017.81055,1998410000
43119,25987.34961,26458.25,25942.83008,26392.78906,26392.78906,2369870000
43126,26466.74023,26616.71094,26014.43945,26186.71094,26186.71094,2236860000
43133,26061.78906,26061.78906,23778.74023,23860.46094,23860.46094,3223390000
43140,23992.66992,25203.94922,23360.28906,25200.36914,25200.36914,2453990000
43147,25165.93945,25432.41992,24792.99023,24962.48047,24962.48047,1663210000
43154,25050.50977,25800.34961,24442.56055,24608.98047,24608.98047,2205320000
43161,24394.91016,24995.24023,24217.75977,24895.21094,24895.21094,1874180000
43168,25004.89063,25449.15039,24668.83008,24873.66016,24873.66016,1855170000
43175,24877.33984,25031,23938.74023,23957.89063,23957.89063,2157250000
43182,23995.17969,24446.2207,23509.06055,24103.10938,24103.10938,2480160000
43189,24076.59961,24622.25977,23344.51953,24505.2207,24505.2207,1640280000
43196,24373.59961,24592.11914,23738.19922,24483.05078,24483.05078,1767860000
43203,24582.82031,24858.9707,24243.74023,24664.89063,24664.89063,1662510000
43210,24657.39063,24678.07031,23823.08008,24322.33984,24322.33984,2184440000
43217,24342.14063,24498.23047,23531.31055,23930.15039,23930.15039,1964120000
43224,23865.2207,24794.99023,23778.86914,24739.5293,24739.5293,1647880000
43231,24758.64063,24994.18945,24629.39063,24713.98047,24713.98047,1454370000
43238,24707.7207,25086.49023,24605.90039,24811.75977,24811.75977,1613480000
43245,24781.28906,24824.2207,24247.83984,24415.83984,24415.83984,1407630000
43252,24542.08984,25326.08984,24542.08984,25241.41016,25241.41016,1636220000
43259,25209.28906,25402.83008,25138.59961,25175.31055,25175.31055,1530870000
43266,25116.71094,25130.82031,24406.63086,24461.69922,24461.69922,2081910000
43273,24526.9707,24663.17969,23997.21094,24216.05078,24216.05078,1833040000
43280,24323.92969,24509.51953,24077.56055,24356.74023,24356.74023,971810000
43287,24352.4707,24945.38086,24281.4707,24924.89063,24924.89063,1165590000
43294,24926.07031,25215.32031,24890.06055,25064.5,25064.5,1275870000
43301,25041.14063,25587.24023,24983.33008,25527.07031,25527.07031,1349040000
43308,25520.51953,25580.2207,25120.07031,25326.16016,25326.16016,1598840000
43315,25360.36914,25692.7207,25325.16992,25509.23047,25509.23047,1150660000
43322,25401.18945,25607.33984,24965.76953,25558.73047,25558.73047,1311920000
43329,25550.80078,25888.82031,25521.66016,25656.98047,25656.98047,1188100000
43336,25688.58008,26167.93945,25688.58008,25986.91992,25986.91992,1087710000
43343,25964.84961,26073.67969,25805.94922,25995.86914,25995.86914,1079630000
43350,25951.01953,26191.64063,25754.32031,26145.99023,26145.99023,1343050000
43357,26169.56055,26697.49023,26030.34961,26656.98047,26656.98047,1213680000
43364,26726.25,26769.16016,26349.33984,26439.92969,26439.92969,1635550000
43371,26407.66016,26951.81055,26383.57031,26627.48047,26627.48047,1330370000
43378,26632.76953,26676.16016,24899.76953,25052.83008,25052.83008,1783760000
43385,25407.63086,25817.67969,25000.83008,25379.44922,25379.44922,1616860000
43392,25421.08984,25608.71094,24533.18945,24984.55078,24984.55078,2038250000
43399,24770.25,25396.4707,24122.23047,25380.74023,25380.74023,2252110000
43406,25443.59961,26277.82031,25078.7207,26191.2207,26191.2207,1687100000
43413,26149.10938,26161.49023,24787.78906,25289.26953,25289.26953,1788040000
43420,25242.34961,25510.23047,24368.98047,24464.68945,24464.68945,1447840000
43427,24336.40039,25479.03906,24268.74023,25338.83984,25338.83984,1437740000
43434,25307.14063,25980.21094,24242.2207,24947.66992,24947.66992,1761320000
43441,24918.82031,25095.61914,23881.36914,24597.38086,24597.38086,1775180000
43448,24408.03906,24431.14063,22644.31055,22859.59961,22859.59961,2372000000
43455,22871.74023,23254.58984,21712.5293,23138.82031,23138.82031,2049950000
43462,23213.60938,23413.4707,22638.41016,22686.2207,22686.2207,1371150000
43469,22894.91992,24084.71094,22894.91992,24001.91992,24001.91992,1710360000
43476,23940.00977,24474.46094,23765.24023,24370.09961,24370.09961,1423200000
43483,24534.18945,24750.2207,24244.31055,24553.24023,24553.24023,1350220000
43490,24687.21094,25109.61914,24323.93945,24999.66992,24999.66992,1959610000
43497,25025.31055,25439.03906,24977.66992,25169.5293,25169.5293,1524330000
43504,25042.35938,25625.94922,24883.03906,25439.39063,25439.39063,1344360000
43511,25564.63086,25986.19922,25564.63086,25850.63086,25850.63086,1152740000
43518,25906.26953,26241.41992,25877.24023,25916,25916,1413110000
43525,26019.66992,26155.98047,25352.55078,25473.23047,25473.23047,1383050000
43532,25347.38086,25776.49023,25208,25709.93945,25709.93945,1532220000
43539,25720.96094,26109.67969,25649.69922,25962.50977,25962.50977,2015920000
43546,25844.65039,25877.00977,25372.25977,25717.46094,25717.46094,1502250000
43553,25827.31055,26398.90039,25771.66992,26384.63086,26384.63086,1352150000
43560,26427.56055,26487.57031,26062.58984,26143.05078,26143.05078,1118150000
43567,26357.78906,26602.41992,26309.7207,26559.53906,26559.53906,1623500000
43574,26510.76953,26695.96094,26310.2793,26462.08008,26462.08008,1124360000
43581,26454.61914,26689.39063,26180.35938,26307.78906,26307.78906,1528520000
43588,26379.14063,26534.96094,25517.39063,25828.35938,25828.35938,1478060000
43595,25763.7207,26019.32031,25222.50977,25862.67969,25862.67969,1539070000
43602,25719.94922,25948.74023,25328.08984,25490.4707,25490.4707,1382890000
43609,25551.07031,25717.63086,24938.24023,25169.88086,25169.88086,1074520000
43616,25046.31055,25800.30078,24680.57031,25720.66016,25720.66016,1412890000
43623,25768.7207,26248.66992,25768.7207,26106.76953,26106.76953,1202870000
43630,26076.35938,26798.63086,25988.08984,26753.16992,26753.16992,1200130000
43637,26749.11914,26907.36914,26465.32031,26526.58008,26526.58008,1521380000
43644,26605.92969,26966,26522.26953,26966,26966,1136130000
43651,26867.75,27088.44922,26665.57031,27088.08008,27088.08008,1085080000
43658,27139.49023,27398.67969,27068.78906,27222.9707,27222.9707,1084120000
43665,27246.38086,27368.81055,27062.48047,27140.98047,27140.98047,1238590000
43672,27166,27281.65039,26548.71094,26583.41992,26583.41992,1549220000
43679,26528.66016,26570.01953,25440.39063,26378.18945,26378.18945,1695360000
43686,26337.08984,26426.9707,25339.59961,25579.39063,25579.39063,1433400000
43693,25678.16992,26388.7793,25678.16992,26252.24023,26252.24023,1198550000
43700,26134.21094,26408.83984,25507.17969,26362.25,26362.25,1266290000
43707,26476.39063,26836.30078,25978.2207,26728.15039,26728.15039,2873400000
43714,26790.25,27306.73047,26708.39063,27182.44922,27182.44922,1327760000
43721,27216.66992,27277.55078,26899.15039,27094.78906,27094.78906,1124680000
43728,27102.17969,27194.75,26704.96094,26891.11914,26891.11914,1470030000
43735,26987.25977,27046.21094,25743.46094,26201.03906,26201.03906,1251820000
43742,26271.69922,26655.83984,26139.80078,26496.66992,26496.66992,1068840000
43749,26694.19922,27120.10938,26694.19922,27025.88086,27025.88086,1143410000
43756,27004.49023,27018.25,26714.33984,26805.5293,26805.5293,1296780000
43763,26789.60938,27204.35938,26765.67969,27046.23047,27046.23047,1340570000
43770,27142.94922,27774.66992,27142.94922,27674.80078,27674.80078,1327180000
43777,27686.19922,27806.40039,27517.66992,27781.96094,27781.96094,1219820000
43784,27843.53906,28090.21094,27675.2793,27766.28906,27766.28906,1272090000
43791,27831.23047,28174.9707,27773.98047,28164,28164,985460000
43798,28103.16016,28119.50977,27325.13086,27677.78906,27677.78906,1059390000
43805,27839.67969,28224.94922,27801.80078,28132.05078,28132.05078,1144810000
43812,28123.64063,28381.48047,28028.32031,28376.96094,28376.96094,1376660000
43819,28608.64063,28624.09961,28445.59961,28621.39063,28621.39063,1069430000
43826,28675.33984,28872.80078,28376.49023,28868.80078,28868.80078,809040000
43833,28553.33008,28988.00977,28418.63086,28956.90039,28956.90039,1318060000
43840,28977.51953,29300.32031,28789.09961,29297.64063,29297.64063,1287480000
43847,29313.31055,29373.61914,28966.98047,29160.08984,29160.08984,1232960000
43854,29230.39063,29288.78906,28440.4707,28859.43945,28859.43945,1676560000
43861,28813.03906,29408.05078,28169.5293,29379.76953,29379.76953,1665790000
43868,29286.91992,29568.57031,28995.66016,29423.31055,29423.31055,1383590000
43875,29440.4707,29463.03906,28959.65039,29219.98047,29219.98047,1016020000
43882,29146.5293,29146.5293,25752.82031,25766.64063,25766.64063,2414490000
43889,25270.83008,27102.33984,24681.00977,26121.2793,26121.2793,3135230000
43896,25457.21094,25994.38086,21154.46094,21200.61914,21200.61914,3577290000
43903,21973.82031,23189.75977,18917.46094,20087.18945,20087.18945,4057930000
43910,20253.15039,22595.06055,18213.65039,22552.16992,22552.16992,3961100000
43917,21898.4707,22480.36914,20735.01953,21413.43945,21413.43945,2741800000
43924,21285.92969,24008.99023,20863.08984,23719.36914,23719.36914,2694570000
43931,23698.92969,24040.58008,23095.34961,23537.67969,23537.67969,1788910000
43938,23817.15039,24264.21094,22941.88086,23515.25977,23515.25977,2176670000
43945,23628.24023,24764.76953,23417.67969,24345.7207,24345.7207,2108790000
43952,24120.7793,24169.7207,23361.16016,23875.89063,23875.89063,1890570000
43959,24107.82031,24382.08984,22789.61914,23625.33984,23625.33984,1990290000
43966,23454.83008,24718.46094,23354.15039,24474.11914,24474.11914,2063080000
43973,24461.98047,25758.78906,24294.07031,25400.64063,25400.64063,1469070000
43980,25324.15039,26384.09961,25031.66992,26281.82031,26281.82031,1989520000
43987,26836.80078,27580.21094,25082.7207,25128.16992,25128.16992,2450650000
43994,25659.41992,26611.0293,24843.17969,26080.09961,26080.09961,2122390000
44001,26213.09961,26451.43945,25209.78906,25745.59961,25745.59961,2245830000
44008,25641.68945,26204.41016,24971.0293,25827.35938,25827.35938,2152020000
44015,25996.08008,26297.5293,25523.50977,25706.08984,25706.08984,1412420000
44022,25690.34961,27071.33008,25637.5,26734.71094,26734.71094,1837360000
44029,26774.61914,27035.24023,26504.19922,26652.33008,26652.33008,1794920000
44036,26533.41016,26625.69922,25992.2793,26313.65039,26313.65039,1955310000
44043,26409.33008,27394.09961,26013.58984,27386.98047,27386.98047,1962240000
44050,27321.67969,28154.88086,27223.55078,27896.7207,27896.7207,1810100000
44057,27828.92969,27999.81055,27526.25,27739.73047,27739.73047,1454580000
44064,27758.13086,28634.2207,27686.7793,28492.26953,28492.26953,1826430000
44071,28601.28906,29199.34961,28074.75977,28292.73047,28292.73047,2500060000
44078,28341.05078,28539.75,27447.08008,27534.58008,27534.58008,2178940000
44085,27613.85938,28364.76953,27448.15039,27901.98047,27901.98047,2084480000
44092,27864.86914,27946.68945,26537.00977,26815.43945,26815.43945,2550370000
44099,26694.50977,28041.46094,26635.38086,27816.90039,27816.90039,1920580000
44106,27536.39063,28459.13086,27382.93945,28425.50977,28425.50977,1789510000
44113,28533.60938,28957.90039,28181.53906,28494.19922,28494.19922,2043580000
44120,28570.7207,28842.90039,28040.17969,28363.66016,28363.66016,1694800000
44127,28409.65039,28436.51953,26290.7793,26659.10938,26659.10938,2033770000
44134,26572.26953,26639.17969,26143.76953,26501.59961,26501.59961,504820000
44134,26572.26953,26639.17969,26143.76953,26501.59961,26501.59961,506321825
